file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc,class_type,class_cbo,class_cboModified,class_fanin,class_fanout,class_wmc,class_dit,class_noc,class_rfc,class_lcom,class_lcom*,class_tcc,class_lcc,class_totalMethodsQty,class_staticMethodsQty,class_publicMethodsQty,class_privateMethodsQty,class_protectedMethodsQty,class_defaultMethodsQty,class_visibleMethodsQty,class_abstractMethodsQty,class_finalMethodsQty,class_synchronizedMethodsQty,class_totalFieldsQty,class_staticFieldsQty,class_publicFieldsQty,class_privateFieldsQty,class_protectedFieldsQty,class_defaultFieldsQty,class_finalFieldsQty,class_synchronizedFieldsQty,class_nosi,class_loc,class_returnQty,class_loopQty,class_comparisonsQty,class_tryCatchQty,class_parenthesizedExpsQty,class_stringLiteralsQty,class_numbersQty,class_assignmentsQty,class_mathOperationsQty,class_variablesQty,class_maxNestedBlocksQty,class_anonymousClassesQty,class_innerClassesQty,class_lambdasQty,class_uniqueWordsQty,class_modifiers,class_logStatementsQty
C:\Users\Gabriel\Documents\GitHub\Lab-de-Experimentacao-de-Software-2\work_one\iluwatar\java-design-patterns\hexagonal-architecture\src\main\java\com\iluwatar\hexagonal\banking\MongoBank.java,com.iluwatar.hexagonal.banking.MongoBank,getFunds/1[java.lang.String],False,81,1,2,2,0,1,8,3,1,1,1,8,0,0,0,0,0,0,2,2,0,0,0,0,0,1,6,1,0,False,class,8,11,3,8,9,1,0,20,15,0.8,0.0,0.0,7,0,7,0,0,0,7,0,0,0,5,2,0,5,0,0,2,0,3,45,3,0,1,0,0,10,2,10,2,11,1,0,0,1,55,1,0
C:\Users\Gabriel\Documents\GitHub\Lab-de-Experimentacao-de-Software-2\work_one\iluwatar\java-design-patterns\hexagonal-architecture\src\main\java\com\iluwatar\hexagonal\banking\MongoBank.java,com.iluwatar.hexagonal.banking.MongoBank,MongoBank/0,True,46,1,1,0,1,1,1,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,True,class,8,11,3,8,9,1,0,20,15,0.8,0.0,0.0,7,0,7,0,0,0,7,0,0,0,5,2,0,5,0,0,2,0,3,45,3,0,1,0,0,10,2,10,2,11,1,0,0,1,55,1,0
C:\Users\Gabriel\Documents\GitHub\Lab-de-Experimentacao-de-Software-2\work_one\iluwatar\java-design-patterns\hexagonal-architecture\src\main\java\com\iluwatar\hexagonal\banking\MongoBank.java,com.iluwatar.hexagonal.banking.MongoBank,connect/0,False,56,1,2,1,1,1,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,True,class,8,11,3,8,9,1,0,20,15,0.8,0.0,0.0,7,0,7,0,0,0,7,0,0,0,5,2,0,5,0,0,2,0,3,45,3,0,1,0,0,10,2,10,2,11,1,0,0,1,55,1,0
C:\Users\Gabriel\Documents\GitHub\Lab-de-Experimentacao-de-Software-2\work_one\iluwatar\java-design-patterns\hexagonal-architecture\src\main\java\com\iluwatar\hexagonal\banking\MongoBank.java,com.iluwatar.hexagonal.banking.MongoBank,"transferFunds/3[int,java.lang.String,java.lang.String]",False,93,1,3,1,2,2,2,12,2,2,3,2,2,1,0,0,0,0,0,0,2,2,1,0,0,0,12,1,0,False,class,8,11,3,8,9,1,0,20,15,0.8,0.0,0.0,7,0,7,0,0,0,7,0,0,0,5,2,0,5,0,0,2,0,3,45,3,0,1,0,0,10,2,10,2,11,1,0,0,1,55,1,0
C:\Users\Gabriel\Documents\GitHub\Lab-de-Experimentacao-de-Software-2\work_one\iluwatar\java-design-patterns\hexagonal-architecture\src\main\java\com\iluwatar\hexagonal\eventlog\MongoEventLog.java,com.iluwatar.hexagonal.eventlog.MongoEventLog,connect/0,False,60,1,2,1,1,1,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,True,class,9,12,3,9,10,1,0,18,6,0.6296297,0.0,0.0,9,0,9,0,0,0,9,0,0,0,9,5,1,8,0,0,6,0,5,68,0,0,1,0,0,17,0,14,0,14,1,0,0,0,83,1,0
C:\Users\Gabriel\Documents\GitHub\Lab-de-Experimentacao-de-Software-2\work_one\iluwatar\java-design-patterns\hexagonal-architecture\src\main\java\com\iluwatar\hexagonal\eventlog\MongoEventLog.java,com.iluwatar.hexagonal.eventlog.MongoEventLog,"ticketWon/2[com.iluwatar.hexagonal.eventlog.PlayerDetails,int]",False,108,3,2,1,1,1,7,8,0,1,2,7,0,0,0,0,0,0,2,0,1,0,0,0,0,0,16,1,0,False,class,9,12,3,9,10,1,0,18,6,0.6296297,0.0,0.0,9,0,9,0,0,0,9,0,0,0,9,5,1,8,0,0,6,0,5,68,0,0,1,0,0,17,0,14,0,14,1,0,0,0,83,1,0
C:\Users\Gabriel\Documents\GitHub\Lab-de-Experimentacao-de-Software-2\work_one\iluwatar\java-design-patterns\hexagonal-architecture\src\main\java\com\iluwatar\hexagonal\eventlog\MongoEventLog.java,com.iluwatar.hexagonal.eventlog.MongoEventLog,ticketSubmitError/1[com.iluwatar.hexagonal.eventlog.PlayerDetails],False,88,3,2,1,1,1,6,8,0,1,1,6,0,0,0,0,0,0,2,0,1,0,0,0,0,0,16,1,0,False,class,9,12,3,9,10,1,0,18,6,0.6296297,0.0,0.0,9,0,9,0,0,0,9,0,0,0,9,5,1,8,0,0,6,0,5,68,0,0,1,0,0,17,0,14,0,14,1,0,0,0,83,1,0
C:\Users\Gabriel\Documents\GitHub\Lab-de-Experimentacao-de-Software-2\work_one\iluwatar\java-design-patterns\hexagonal-architecture\src\main\java\com\iluwatar\hexagonal\eventlog\MongoEventLog.java,com.iluwatar.hexagonal.eventlog.MongoEventLog,"prizeError/2[com.iluwatar.hexagonal.eventlog.PlayerDetails,int]",False,121,3,2,1,1,1,7,8,0,1,2,7,0,0,0,0,0,0,2,0,1,0,0,0,0,0,16,1,0,False,class,9,12,3,9,10,1,0,18,6,0.6296297,0.0,0.0,9,0,9,0,0,0,9,0,0,0,9,5,1,8,0,0,6,0,5,68,0,0,1,0,0,17,0,14,0,14,1,0,0,0,83,1,0
C:\Users\Gabriel\Documents\GitHub\Lab-de-Experimentacao-de-Software-2\work_one\iluwatar\java-design-patterns\hexagonal-architecture\src\main\java\com\iluwatar\hexagonal\eventlog\MongoEventLog.java,com.iluwatar.hexagonal.eventlog.MongoEventLog,MongoEventLog/0,True,50,1,1,0,1,1,1,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,True,class,9,12,3,9,10,1,0,18,6,0.6296297,0.0,0.0,9,0,9,0,0,0,9,0,0,0,9,5,1,8,0,0,6,0,5,68,0,0,1,0,0,17,0,14,0,14,1,0,0,0,83,1,0
C:\Users\Gabriel\Documents\GitHub\Lab-de-Experimentacao-de-Software-2\work_one\iluwatar\java-design-patterns\hexagonal-architecture\src\main\java\com\iluwatar\hexagonal\eventlog\MongoEventLog.java,com.iluwatar.hexagonal.eventlog.MongoEventLog,"MongoEventLog/2[java.lang.String,java.lang.String]",True,55,1,2,1,1,1,1,3,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,True,class,9,12,3,9,10,1,0,18,6,0.6296297,0.0,0.0,9,0,9,0,0,0,9,0,0,0,9,5,1,8,0,0,6,0,5,68,0,0,1,0,0,17,0,14,0,14,1,0,0,0,83,1,0
C:\Users\Gabriel\Documents\GitHub\Lab-de-Experimentacao-de-Software-2\work_one\iluwatar\java-design-patterns\hexagonal-architecture\src\main\java\com\iluwatar\hexagonal\eventlog\MongoEventLog.java,com.iluwatar.hexagonal.eventlog.MongoEventLog,ticketSubmitted/1[com.iluwatar.hexagonal.eventlog.PlayerDetails],False,77,3,2,1,1,1,6,8,0,1,1,6,0,0,0,0,0,0,2,0,1,0,0,0,0,0,14,1,0,False,class,9,12,3,9,10,1,0,18,6,0.6296297,0.0,0.0,9,0,9,0,0,0,9,0,0,0,9,5,1,8,0,0,6,0,5,68,0,0,1,0,0,17,0,14,0,14,1,0,0,0,83,1,0
C:\Users\Gabriel\Documents\GitHub\Lab-de-Experimentacao-de-Software-2\work_one\iluwatar\java-design-patterns\hexagonal-architecture\src\main\java\com\iluwatar\hexagonal\eventlog\MongoEventLog.java,com.iluwatar.hexagonal.eventlog.MongoEventLog,ticketDidNotWin/1[com.iluwatar.hexagonal.eventlog.PlayerDetails],False,98,3,2,1,1,1,6,8,0,1,1,6,0,0,0,0,0,0,2,0,1,0,0,0,0,0,17,1,0,False,class,9,12,3,9,10,1,0,18,6,0.6296297,0.0,0.0,9,0,9,0,0,0,9,0,0,0,9,5,1,8,0,0,6,0,5,68,0,0,1,0,0,17,0,14,0,14,1,0,0,0,83,1,0
C:\Users\Gabriel\Documents\GitHub\Lab-de-Experimentacao-de-Software-2\work_one\iluwatar\java-design-patterns\hexagonal-architecture\src\main\java\com\iluwatar\hexagonal\eventlog\MongoEventLog.java,com.iluwatar.hexagonal.eventlog.MongoEventLog,"connect/2[java.lang.String,java.lang.String]",False,65,1,2,2,0,2,5,8,0,0,2,5,0,0,0,1,0,0,2,0,3,0,1,0,0,0,14,1,0,True,class,9,12,3,9,10,1,0,18,6,0.6296297,0.0,0.0,9,0,9,0,0,0,9,0,0,0,9,5,1,8,0,0,6,0,5,68,0,0,1,0,0,17,0,14,0,14,1,0,0,0,83,1,0
C:\Users\Gabriel\Documents\GitHub\Lab-de-Experimentacao-de-Software-2\work_one\iluwatar\java-design-patterns\hexagonal-architecture\src\main\java\com\iluwatar\hexagonal\domain\LotteryAdministration.java,com.iluwatar.hexagonal.domain.LotteryAdministration,getAllSubmittedTickets/0,False,55,3,4,3,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,True,class,9,14,5,9,8,1,0,14,0,0.33333334,0.0,0.0,4,0,4,0,0,0,4,0,0,0,3,0,0,3,0,0,3,0,2,38,2,1,2,0,0,0,0,9,0,9,3,0,0,0,34,1,0
